lane,comparison_key,dataset,metric,n,mean,sd,min,max,ci95_low,ci95_high
protocol_b_loao,CICIDS2017::Scan/Recon,CICIDS2017,accuracy,5,0.8923829772873006,0.02463791977905926,0.8483750126556647,0.9046201613175392,0.8617909593070102,0.9229749952675911
protocol_b_loao,CICIDS2017::Scan/Recon,CICIDS2017,benign_family_fp_rate,5,0.007518461672120641,0.0036093996274584646,0.0054733427934319,0.0139497842518316,0.0030368000995753793,0.012000123244665904
protocol_b_loao,CICIDS2017::Scan/Recon,CICIDS2017,overall_reject_rate,5,0.0747716918092538,0.02823806042403781,0.0243753726390154,0.0888416410741003,0.03970950880162347,0.10983387481688414
protocol_b_loao,CICIDS2017::Scan/Recon,CICIDS2017,unknown_detection_rate,5,0.41705056774102545,0.15666425264522535,0.137442696946188,0.4938571126313562,0.22252620542594995,0.611574930056101
protocol_b_loao,CICIDS2017::Scan/Recon,CICIDS2017,false_unknown_rate_all_known,5,0.009815027973338279,0.003877268386863474,0.0029177931846775,0.0121583638943169,0.00500076340599631,0.014629292540680247
protocol_b_loao,CICIDS2017::Scan/Recon,CICIDS2017,false_unknown_rate_known_attacks,5,0.009681528662420318,0.005438392485058946,0.0002476999292285,0.013517338995046,0.0029288725056207093,0.016434184819219926
protocol_b_loao,CICIDS2017::Scan/Recon,CICIDS2017,stage1_auc_val,5,0.9989382312463961,0.0006538080848245964,0.9978214714874744,0.9994115269959756,0.9981264212857349,0.9997500412070573
protocol_b_loao,CICIDS2017::Scan/Recon,CICIDS2017,stage2_macro_f1_val,5,0.8344327370657189,0.006072480586546324,0.8297709273476723,0.8435778370341712,0.826892756541613,0.8419727175898247
protocol_b_loao,CICIDS2017::Web/App,CICIDS2017,macro_f1,5,0.8022234902034213,0.0072366784228020285,0.793526624708781,0.8114305808444311,0.79323796713925,0.8112090132675926
protocol_b_loao,CICIDS2017::Web/App,CICIDS2017,accuracy,5,0.987762365990573,0.004743249547211167,0.9825250582160576,0.9912906528073075,0.9818728437933045,0.9936518881878414
protocol_b_loao,CICIDS2017::Web/App,CICIDS2017,benign_family_fp_rate,5,0.0046173003967448795,0.0017570958822746045,0.0032376704989719,0.007083490197214,0.0024355776983324196,0.00679902309515734
protocol_b_loao,CICIDS2017::Web/App,CICIDS2017,overall_reject_rate,5,0.008096925517194759,0.003476719872652196,0.0054514978682235,0.0123946767462004,0.0037800076194829434,0.012413843414906575
protocol_b_loao,CICIDS2017::Web/App,CICIDS2017,unknown_detection_rate,5,0.0244725738396624,0.004622131286963445,0.0168776371308016,0.0295358649789029,0.01873343982566865,0.03021170785365615
protocol_b_loao,CICIDS2017::Web/App,CICIDS2017,false_unknown_rate_all_known,5,0.00808818894801762,0.0034770909329494277,0.0054408997181627,0.0123855317539641,0.00377081031809357,0.012405567577941671
protocol_b_loao,CICIDS2017::Web/App,CICIDS2017,false_unknown_rate_known_attacks,5,0.00125558543440016,0.00035291740620718064,0.0006267817788471,0.0014658606118198,0.0008173805967732492,0.0016937902720270707
protocol_b_loao,CICIDS2017::Web/App,CICIDS2017,stage1_auc_val,5,0.999980124897532,5.898630414736244e-06,0.9999721497482914,0.9999872464661396,0.9999728007805073,0.9999874490145566
protocol_b_loao,CICIDS2017::Web/App,CICIDS2017,stage2_macro_f1_val,5,0.9729019858356243,0.000490911830552775,0.972107918060122,0.973368768194003,0.9722924382893345,0.973511533381914
